id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,team,player_name
8477541,https://assets.nhle.com/mugs/nhl/20242025/TOR/8477541.png,Dakota,Mermis,36.0,D,L,72,197,183,89,1994-01-05,{'default': 'Alton'},USA,{'default': 'IL'},TOR,Dakota Mermis
8479026,https://assets.nhle.com/mugs/nhl/20242025/TOR/8479026.png,Philippe,Myers,51.0,D,R,77,219,196,99,1997-01-25,{'default': 'Moncton'},CAN,{'default': 'NB'},TOR,Philippe Myers
8482158,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482158.png,Topi,Niemela,47.0,D,R,72,179,183,81,2002-03-25,"{'default': 'Oulu', 'sv': 'Uleåborg'}",FIN,,TOR,Topi Niemela
8476853,https://assets.nhle.com/mugs/nhl/20242025/TOR/8476853.png,Morgan,Rielly,44.0,D,L,73,225,185,102,1994-03-09,{'default': 'Vancouver'},CAN,{'default': 'BC'},TOR,Morgan Rielly
8483546,https://assets.nhle.com/mugs/nhl/20242025/TOR/8483546.png,Marshall,Rifai,83.0,D,L,74,213,188,97,1998-03-16,{'default': 'Beaconsfield'},CAN,{'default': 'QC'},TOR,Marshall Rifai
8475690,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475690.png,Chris,Tanev,8.0,D,R,75,199,191,90,1989-12-20,{'default': 'Toronto'},CAN,{'default': 'ON'},TOR,Chris Tanev
8482174,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482174.png,William,Villeneuve,76.0,D,R,74,183,188,83,2002-03-20,{'default': 'Sherbrooke'},CAN,{'default': 'QC'},TOR,William Villeneuve
8481570,https://assets.nhle.com/mugs/nhl/20242025/TOR/8481570.png,Cade,Webber,52.0,D,L,79,212,201,96,2001-01-05,{'default': 'Worcester'},USA,{'default': 'MA'},TOR,Cade Webber
8482515,https://assets.nhle.com/mugs/nhl/20242025/TOR/8482515.png,Artur,Akhtyamov,70.0,G,L,74,170,188,77,2001-10-31,"{'default': 'Kazan', 'cs': 'Kazaň', 'sk': 'Kazaň'}",RUS,,TOR,Artur Akhtyamov
8483710,https://assets.nhle.com/mugs/nhl/20242025/TOR/8483710.png,Dennis,Hildeby,35.0,G,L,79,224,201,102,2001-08-19,{'default': 'Jarfalla'},SWE,,TOR,Dennis Hildeby
8476899,https://assets.nhle.com/mugs/nhl/20242025/TOR/8476899.png,Matt,Murray,30.0,G,L,77,220,196,100,1994-05-25,{'default': 'Thunder Bay'},CAN,{'default': 'ON'},TOR,Matt Murray
8476932,https://assets.nhle.com/mugs/nhl/20242025/TOR/8476932.png,Anthony,Stolarz,41.0,G,L,78,243,198,110,1994-01-20,{'default': 'Edison'},USA,{'default': 'NJ'},TOR,Anthony Stolarz
8479361,https://assets.nhle.com/mugs/nhl/20242025/TOR/8479361.png,Joseph,Woll,60.0,G,L,75,206,191,93,1998-07-12,{'default': 'Dardenne Prairie'},USA,{'default': 'MO'},TOR,Joseph Woll
8473994,https://assets.nhle.com/mugs/nhl/20242025/DAL/8473994.png,Jamie,Benn,14.0,L,L,75,206,191,93,1989-07-18,{'default': 'Victoria'},CAN,{'default': 'BC'},DAL,Jamie Benn
8476278,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476278.png,Colin,Blackwell,15.0,C,R,68,190,173,86,1993-03-28,{'default': 'North Andover'},USA,{'default': 'MA'},DAL,Colin Blackwell
8482145,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482145.png,Mavrik,Bourque,22.0,C,R,71,181,180,82,2002-01-08,{'default': 'Plessisville'},CAN,{'default': 'QC'},DAL,Mavrik Bourque
8480840,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480840.png,Oskar,Bäck,10.0,C,L,76,202,193,92,2000-03-12,{'default': 'Karlstad'},SWE,,DAL,Oskar Bäck
8474149,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474149.png,Evgenii,Dadonov,63.0,R,L,71,188,180,85,1989-03-12,"{'default': 'Chelyabinsk', 'cs': 'Čeljabinsk', 'fi': 'Tsheljabinsk', 'sk': 'Čeljabinsk'}",RUS,,DAL,Evgenii Dadonov
8475168,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475168.png,Matt,Duchene,95.0,C,L,71,212,180,96,1991-01-16,{'default': 'Haliburton'},CAN,{'default': 'ON'},DAL,Matt Duchene
8475798,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475798.png,Mikael,Granlund,64.0,C,L,70,185,178,84,1992-02-26,"{'default': 'Oulu', 'sv': 'Uleåborg'}",FIN,,DAL,Mikael Granlund
8478449,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478449.png,Roope,Hintz,24.0,C,L,75,213,191,97,1996-11-17,{'default': 'Nokia'},FIN,,DAL,Roope Hintz
8482740,https://assets.nhle.com/mugs/nhl/20242025/DAL/8482740.png,Wyatt,Johnston,53.0,C,R,73,185,185,84,2003-05-14,{'default': 'Toronto'},CAN,{'default': 'ON'},DAL,Wyatt Johnston
8478975,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478975.png,Mason,Marchment,27.0,L,L,77,212,196,96,1995-06-18,{'default': 'Uxbridge'},CAN,{'default': 'ON'},DAL,Mason Marchment
8478420,https://assets.nhle.com/mugs/nhl/20242025/DAL/8478420.png,Mikko,Rantanen,96.0,R,L,76,215,193,98,1996-10-29,"{'default': 'Nousiainen', 'sv': 'Nousis'}",FIN,,DAL,Mikko Rantanen
8480027,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480027.png,Jason,Robertson,21.0,L,L,75,207,191,94,1999-07-22,{'default': 'Arcadia'},USA,{'default': 'CA'},DAL,Jason Robertson
8475794,https://assets.nhle.com/mugs/nhl/20242025/DAL/8475794.png,Tyler,Seguin,91.0,C,R,74,201,188,91,1992-01-31,{'default': 'Brampton'},CAN,{'default': 'ON'},DAL,Tyler Seguin
8479351,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479351.png,Sam,Steel,18.0,C,L,72,189,183,86,1998-02-03,{'default': 'Ardrossan'},CAN,{'default': 'AB'},DAL,Sam Steel
8483425,https://assets.nhle.com/mugs/nhl/20242025/DAL/8483425.png,Lian,Bichsel,6.0,D,L,79,231,201,105,2004-05-18,{'default': 'Olten'},CHE,,DAL,Lian Bichsel
8476879,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476879.png,Cody,Ceci,44.0,D,R,75,210,191,95,1993-12-21,{'default': 'Ottawa'},CAN,{'default': 'ON'},DAL,Cody Ceci
8476856,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476856.png,Mathew,Dumba,3.0,D,R,73,185,185,84,1994-07-25,{'default': 'Regina'},CAN,{'default': 'SK'},DAL,Mathew Dumba
8481581,https://assets.nhle.com/mugs/nhl/20242025/DAL/8481581.png,Thomas,Harley,55.0,D,L,75,211,191,96,2001-08-19,{'default': 'Syracuse'},USA,{'default': 'NY'},DAL,Thomas Harley
8480036,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480036.png,Miro,Heiskanen,4.0,D,L,74,197,188,89,1999-07-18,"{'default': 'Espoo', 'sv': 'Esbo'}",FIN,,DAL,Miro Heiskanen
8476902,https://assets.nhle.com/mugs/nhl/20242025/DAL/8476902.png,Esa,Lindell,23.0,D,L,75,217,191,98,1994-05-23,"{'default': 'Vantaa', 'sv': 'Vanda'}",FIN,,DAL,Esa Lindell
8480878,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480878.png,Nils,Lundkvist,5.0,D,R,73,191,185,87,2000-07-27,"{'default': 'Pitea', 'fi': 'Piteå', 'sv': 'Piteå'}",SWE,,DAL,Nils Lundkvist
8480950,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480950.png,Ilya,Lyubushkin,46.0,D,R,74,200,188,91,1994-04-06,"{'default': 'Moscow', 'cs': 'Moskva', 'de': 'Moskau', 'fi': 'Moskova', 'fr': 'Moscou', 'sk': 'Moskva', 'sv': 'Moskva'}",RUS,,DAL,Ilya Lyubushkin
8474090,https://assets.nhle.com/mugs/nhl/20242025/DAL/8474090.png,Brendan,Smith,2.0,D,L,74,200,188,91,1989-02-08,{'default': 'Mimico'},CAN,{'default': 'ON'},DAL,Brendan Smith
8479193,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479193.png,Casey,DeSmith,1.0,G,L,72,180,183,82,1991-08-13,{'default': 'Rochester'},USA,{'default': 'NH'},DAL,Casey DeSmith
8479979,https://assets.nhle.com/mugs/nhl/20242025/DAL/8479979.png,Jake,Oettinger,29.0,G,L,78,224,198,102,1998-12-18,{'default': 'Lakeville'},USA,{'default': 'MN'},DAL,Jake Oettinger
8482124,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482124.png,Quinton,Byfield,55.0,R,L,77,225,196,102,2002-08-19,{'default': 'Newmarket'},CAN,{'default': 'ON'},LAK,Quinton Byfield
8476479,https://assets.nhle.com/mugs/nhl/20242025/LAK/8476479.png,Phillip,Danault,24.0,C,L,73,200,185,91,1993-02-24,{'default': 'Victoriaville'},CAN,{'default': 'QC'},LAK,Phillip Danault
8477942,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477942.png,Kevin,Fiala,22.0,L,L,72,205,183,93,1996-07-22,{'default': 'St. Gallen'},CHE,,LAK,Kevin Fiala
8477998,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477998.png,Warren,Foegele,37.0,L,L,74,204,188,93,1996-04-01,{'default': 'Markham'},CAN,{'default': 'ON'},LAK,Warren Foegele
8482726,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482726.png,Samuel,Helenius,79.0,C,L,78,201,198,91,2002-11-26,{'default': 'Dallas'},USA,{'default': 'TX'},LAK,Samuel Helenius
8479661,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479661.png,Tanner,Jeannot,10.0,L,L,74,220,188,100,1997-05-29,{'default': 'Estevan'},CAN,{'default': 'SK'},LAK,Tanner Jeannot
8477960,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477960.png,Adrian,Kempe,9.0,R,L,74,200,188,91,1996-09-13,{'default': 'Kramfors'},SWE,,LAK,Adrian Kempe
8471685,https://assets.nhle.com/mugs/nhl/20242025/LAK/8471685.png,Anze,Kopitar,11.0,C,L,75,225,191,102,1987-08-24,{'default': 'Jesenice'},SVN,,LAK,Anze Kopitar
8483808,https://assets.nhle.com/mugs/nhl/20242025/LAK/8483808.png,Andrei,Kuzmenko,96.0,L,R,71,194,180,88,1996-02-04,"{'default': 'Yakutsk', 'cs': 'Jakutsk', 'fi': 'Jakutsk', 'sk': 'Jakutsk'}",RUS,,LAK,Andrei Kuzmenko
8482155,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482155.png,Alex,Laferriere,14.0,R,R,73,205,185,93,2001-10-28,{'default': 'Chatham'},USA,{'default': 'NJ'},LAK,Alex Laferriere
8473453,https://assets.nhle.com/mugs/nhl/20242025/LAK/8473453.png,Trevor,Lewis,61.0,C,R,73,205,185,93,1987-01-08,{'default': 'Salt Lake City'},USA,{'default': 'UT'},LAK,Trevor Lewis
8482408,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482408.png,Jeff,Malott,39.0,L,L,77,208,196,94,1996-08-07,{'default': 'Burlington'},CAN,{'default': 'ON'},LAK,Jeff Malott
8479675,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479675.png,Trevor,Moore,12.0,L,L,71,195,180,88,1995-03-31,{'default': 'Thousand Oaks'},USA,{'default': 'CA'},LAK,Trevor Moore
8482748,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482748.png,Francesco,Pinelli,73.0,C,L,72,185,183,84,2003-04-11,{'default': 'Hamilton'},CAN,{'default': 'ON'},LAK,Francesco Pinelli
8480021,https://assets.nhle.com/mugs/nhl/20242025/LAK/8480021.png,Jack,Studnicka,53.0,C,R,73,187,185,85,1999-02-18,{'default': 'Windsor'},CAN,{'default': 'ON'},LAK,Jack Studnicka
8480851,https://assets.nhle.com/mugs/nhl/20242025/LAK/8480851.png,Akil,Thomas,26.0,C,R,72,195,183,88,2000-01-02,{'default': 'Toronto'},CAN,{'default': 'ON'},LAK,Akil Thomas
8481532,https://assets.nhle.com/mugs/nhl/20242025/LAK/8481532.png,Alex,Turcotte,15.0,C,L,71,185,180,84,2001-02-26,{'default': 'Elk Grove'},USA,{'default': 'IL'},LAK,Alex Turcotte
8483406,https://assets.nhle.com/mugs/nhl/20242025/LAK/8483406.png,Taylor,Ward,52.0,R,R,74,207,188,94,1998-03-31,{'default': 'Kelowna'},CAN,{'default': 'BC'},LAK,Taylor Ward
8479998,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479998.png,Mikey,Anderson,44.0,D,L,72,195,183,88,1999-05-25,{'default': 'Roseville'},USA,{'default': 'MN'},LAK,Mikey Anderson
8477335,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477335.png,Kyle,Burroughs,7.0,D,R,72,193,183,88,1995-07-12,{'default': 'Vancouver'},CAN,{'default': 'BC'},LAK,Kyle Burroughs
8482730,https://assets.nhle.com/mugs/nhl/20242025/LAK/8482730.png,Brandt,Clarke,92.0,D,R,74,200,188,91,2003-02-09,{'default': 'Nepean'},CAN,{'default': 'ON'},LAK,Brandt Clarke
8474563,https://assets.nhle.com/mugs/nhl/20242025/LAK/8474563.png,Drew,Doughty,8.0,D,R,73,210,185,95,1989-12-08,"{'default': 'London', 'sk': 'Londýn'}",CAN,{'default': 'ON'},LAK,Drew Doughty
8476441,https://assets.nhle.com/mugs/nhl/20242025/LAK/8476441.png,Joel,Edmundson,6.0,D,L,77,221,196,100,1993-06-28,{'default': 'Brandon'},CAN,{'default': 'MB'},LAK,Joel Edmundson
8478882,https://assets.nhle.com/mugs/nhl/20242025/LAK/8478882.png,Vladislav,Gavrikov,84.0,D,L,75,220,191,100,1995-11-21,"{'default': 'Yaroslavl', 'cs': 'Jaroslavl', 'fi': 'Jaroslavl', 'sk': 'Jaroslavl'}",RUS,,LAK,Vladislav Gavrikov
8478452,https://assets.nhle.com/mugs/nhl/20242025/LAK/8478452.png,Caleb,Jones,82.0,D,L,73,194,185,88,1997-06-06,{'default': 'Arlington'},USA,{'default': 'TX'},LAK,Caleb Jones
8479421,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479421.png,Jacob,Moverare,43.0,D,L,75,210,191,95,1998-08-31,"{'default': 'Ostersund', 'fi': 'Östersund', 'sv': 'Östersund'}",SWE,,LAK,Jacob Moverare
8481606,https://assets.nhle.com/mugs/nhl/20242025/LAK/8481606.png,Jordan,Spence,21.0,D,R,71,180,180,82,2001-02-24,{'default': 'Manly'},AUS,,LAK,Jordan Spence
8477831,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477831.png,Pheonix,Copley,29.0,G,L,76,205,193,93,1992-01-18,{'default': 'North Pole'},USA,{'default': 'AK'},LAK,Pheonix Copley
8484857,https://assets.nhle.com/mugs/nhl/20242025/LAK/8484857.png,Carter,George,40.0,G,L,73,196,185,89,2006-05-20,{'default': 'Thunder Bay'},CAN,{'default': 'ON'},LAK,Carter George
8475311,https://assets.nhle.com/mugs/nhl/20242025/LAK/8475311.png,Darcy,Kuemper,35.0,G,L,77,215,196,98,1990-05-05,{'default': 'Saskatoon'},CAN,{'default': 'SK'},LAK,Darcy Kuemper
8479496,https://assets.nhle.com/mugs/nhl/20242025/LAK/8479496.png,David,Rittich,31.0,G,L,76,205,193,93,1992-08-19,{'default': 'Jihlava'},CZE,,LAK,David Rittich
8474715,https://assets.nhle.com/mugs/nhl/20242025/TBL/8474715.png,Cam,Atkinson,13.0,R,R,68,178,173,81,1989-06-05,{'default': 'Riverside'},USA,{'default': 'CT'},TBL,Cam Atkinson
8477416,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477416.png,Oliver,Bjorkstrand,22.0,R,R,72,175,183,79,1995-04-10,{'default': 'Herning'},DNK,,TBL,Oliver Bjorkstrand
8482070,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482070.png,Mitchell,Chaffee,41.0,R,R,73,204,185,93,1998-01-26,{'default': 'Grand Rapids'},USA,{'default': 'MI'},TBL,Mitchell Chaffee
8478519,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478519.png,Anthony,Cirelli,71.0,C,L,73,191,185,87,1997-07-15,{'default': 'Etobicoke'},CAN,{'default': 'ON'},TBL,Anthony Cirelli
8476878,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476878.png,Zemgus,Girgensons,28.0,C,L,75,192,191,87,1994-01-05,"{'default': 'Riga', 'fi': 'Riika'}",LVA,,TBL,Zemgus Girgensons
8476822,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476822.png,Luke,Glendening,11.0,C,R,71,190,180,86,1989-04-28,{'default': 'Grand Rapids'},USA,{'default': 'MI'},TBL,Luke Glendening
8482201,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482201.png,Gage,Goncalves,93.0,C,L,73,184,185,83,2001-01-16,{'default': 'Mission'},CAN,{'default': 'BC'},TBL,Gage Goncalves
8476826,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476826.png,Yanni,Gourde,37.0,C,L,69,174,175,79,1991-12-15,{'default': 'Saint-Narcisse'},CAN,{'default': 'QC'},TBL,Yanni Gourde
8477404,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477404.png,Jake,Guentzel,59.0,C,L,71,178,180,81,1994-10-06,{'default': 'Omaha'},USA,{'default': 'NE'},TBL,Jake Guentzel
8479542,https://assets.nhle.com/mugs/nhl/20242025/TBL/8479542.png,Brandon,Hagel,38.0,L,L,74,180,188,82,1998-08-27,{'default': 'Saskatoon'},CAN,{'default': 'SK'},TBL,Brandon Hagel
8476453,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476453.png,Nikita,Kucherov,86.0,R,L,72,180,183,82,1993-06-17,"{'default': 'Maykop', 'cs': 'Majkop', 'fi': 'Majkop', 'sk': 'Majkop'}",RUS,,TBL,Nikita Kucherov
8477426,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477426.png,Nick,Paul,20.0,L,L,76,230,193,104,1995-03-20,{'default': 'Mississauga'},CAN,{'default': 'ON'},TBL,Nick Paul
8478010,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478010.png,Brayden,Point,21.0,C,R,71,175,180,79,1996-03-13,{'default': 'Calgary'},CAN,{'default': 'AB'},TBL,Brayden Point
8478416,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478416.png,Erik,Cernak,81.0,D,R,76,230,193,104,1997-05-28,"{'default': 'Kosice', 'cs': 'Košice', 'fi': 'Košice', 'sk': 'Košice'}",SVK,,TBL,Erik Cernak
8475167,https://assets.nhle.com/mugs/nhl/20242025/TBL/8475167.png,Victor,Hedman,77.0,D,L,79,245,201,111,1990-12-18,"{'default': 'Ornskoldsvik', 'cs': 'Örnsköldsvik', 'fi': 'Örnsköldsvik', 'sk': 'Örnsköldsvik', 'sv': 'Örnsköldsvik'}",SWE,,TBL,Victor Hedman
8482929,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482929.png,Emil,Lilleberg,78.0,D,L,75,208,191,94,2001-02-02,{'default': 'Sarpsborg'},NOR,,TBL,Emil Lilleberg
8474151,https://assets.nhle.com/mugs/nhl/20242025/TBL/8474151.png,Ryan,McDonagh,27.0,D,L,74,219,188,99,1989-06-13,{'default': 'St. Paul'},USA,{'default': 'MN'},TBL,Ryan McDonagh
8482655,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482655.png,J.J.,Moser,90.0,D,L,74,181,188,82,2000-06-06,{'default': 'Biel'},CHE,,TBL,J.J. Moser
8480246,https://assets.nhle.com/mugs/nhl/20242025/TBL/8480246.png,Nick,Perbix,48.0,D,R,76,206,193,93,1998-06-15,{'default': 'Elk River'},USA,{'default': 'MN'},TBL,Nick Perbix
8478178,https://assets.nhle.com/mugs/nhl/20242025/TBL/8478178.png,Darren,Raddysh,43.0,D,R,73,202,185,92,1996-02-28,{'default': 'Toronto'},CAN,{'default': 'ON'},TBL,Darren Raddysh
8477992,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477992.png,Jonas,Johansson,31.0,G,L,77,218,196,99,1995-09-19,{'default': 'Gavle'},SWE,,TBL,Jonas Johansson
8476883,https://assets.nhle.com/mugs/nhl/20242025/TBL/8476883.png,Andrei,Vasilevskiy,88.0,G,L,76,228,193,103,1994-07-25,"{'default': 'Tyumen', 'cs': 'Ťumeň', 'fi': 'Tjumen', 'sk': 'Ťumeň', 'sv': 'Tumen'}",RUS,,TBL,Andrei Vasilevskiy
8479525,https://assets.nhle.com/mugs/nhl/20242025/COL/8479525.png,Ross,Colton,20.0,C,L,72,194,183,88,1996-09-11,{'default': 'Robbinsville'},USA,{'default': 'NJ'},COL,Ross Colton
8475745,https://assets.nhle.com/mugs/nhl/20242025/COL/8475745.png,Charlie,Coyle,10.0,C,R,75,215,191,98,1992-03-02,{'default': 'East Weymouth'},USA,{'default': 'MA'},COL,Charlie Coyle
8477494,https://assets.nhle.com/mugs/nhl/20242025/COL/8477494.png,Jonathan,Drouin,27.0,L,L,71,198,180,90,1995-03-28,{'default': 'Ste-Agathe'},CAN,{'default': 'QC'},COL,Jonathan Drouin
8480835,https://assets.nhle.com/mugs/nhl/20242025/COL/8480835.png,Jack,Drury,18.0,C,L,71,186,180,84,2000-02-03,{'default': 'New York'},USA,{'default': 'NY'},COL,Jack Drury
8480448,https://assets.nhle.com/mugs/nhl/20242025/COL/8480448.png,Parker,Kelly,17.0,C,L,73,185,185,84,1999-05-14,{'default': 'Camrose'},CAN,{'default': 'AB'},COL,Parker Kelly
8481641,https://assets.nhle.com/mugs/nhl/20242025/COL/8481641.png,Joel,Kiviranta,94.0,L,L,71,185,180,84,1996-03-23,"{'default': 'Vantaa', 'sv': 'Vanda'}",FIN,,COL,Joel Kiviranta
8476455,https://assets.nhle.com/mugs/nhl/20242025/COL/8476455.png,Gabriel,Landeskog,92.0,L,L,73,215,185,98,1992-11-23,"{'default': 'Stockholm', 'fi': 'Tukholma'}",SWE,,COL,Gabriel Landeskog
8477476,https://assets.nhle.com/mugs/nhl/20242025/COL/8477476.png,Artturi,Lehkonen,62.0,L,L,71,179,180,81,1995-07-04,"{'default': 'Piikkio', 'cs': 'Piikkiö', 'fi': 'Piikkiö', 'sk': 'Piikkiö', 'sv': 'Piikkiö'}",FIN,,COL,Artturi Lehkonen
8477492,https://assets.nhle.com/mugs/nhl/20242025/COL/8477492.png,Nathan,MacKinnon,29.0,C,R,72,200,183,91,1995-09-01,{'default': 'Halifax'},CAN,{'default': 'NS'},COL,Nathan MacKinnon
8480039,https://assets.nhle.com/mugs/nhl/20242025/COL/8480039.png,Martin,Necas,88.0,C,R,75,195,191,88,1999-01-15,{'default': 'Nove Mesto na Morave'},CZE,,COL,Martin Necas
8475754,https://assets.nhle.com/mugs/nhl/20242025/COL/8475754.png,Brock,Nelson,11.0,C,L,76,205,193,93,1991-10-15,{'default': 'Warroad'},USA,{'default': 'MN'},COL,Brock Nelson
8477501,https://assets.nhle.com/mugs/nhl/20242025/COL/8477501.png,Valeri,Nichushkin,13.0,R,L,76,210,193,95,1995-03-04,"{'default': 'Chelyabinsk', 'cs': 'Čeljabinsk', 'fi': 'Tsheljabinsk', 'sk': 'Čeljabinsk'}",RUS,,COL,Valeri Nichushkin
8481186,https://assets.nhle.com/mugs/nhl/20242025/COL/8481186.png,Logan,O'Connor,25.0,R,R,72,175,183,79,1996-08-14,{'default': 'Missouri City'},USA,{'default': 'TX'},COL,Logan O'Connor
8476918,https://assets.nhle.com/mugs/nhl/20242025/COL/8476918.png,Jimmy,Vesey,26.0,L,L,74,203,188,92,1993-05-26,{'default': 'Boston'},USA,{'default': 'MA'},COL,Jimmy Vesey
8477425,https://assets.nhle.com/mugs/nhl/20242025/COL/8477425.png,Miles,Wood,28.0,L,L,74,195,188,88,1995-09-13,{'default': 'Buffalo'},USA,{'default': 'NY'},COL,Miles Wood
8479398,https://assets.nhle.com/mugs/nhl/20242025/COL/8479398.png,Samuel,Girard,49.0,D,L,70,170,178,77,1998-05-12,{'default': 'Roberval'},CAN,{'default': 'QC'},COL,Samuel Girard
8473446,https://assets.nhle.com/mugs/nhl/20242025/COL/8473446.png,Erik,Johnson,6.0,D,R,76,225,193,102,1988-03-21,{'default': 'Bloomington'},USA,{'default': 'MN'},COL,Erik Johnson
8479324,https://assets.nhle.com/mugs/nhl/20242025/COL/8479324.png,Ryan,Lindgren,55.0,D,L,72,194,183,88,1998-02-11,{'default': 'Burnsville'},USA,{'default': 'MN'},COL,Ryan Lindgren
8480069,https://assets.nhle.com/mugs/nhl/20242025/COL/8480069.png,Cale,Makar,8.0,D,R,72,187,183,85,1998-10-30,{'default': 'Calgary'},CAN,{'default': 'AB'},COL,Cale Makar
8484258,https://assets.nhle.com/mugs/nhl/20242025/COL/8484258.png,Sam,Malinski,70.0,D,R,71,190,180,86,1998-07-27,{'default': 'Lakeville'},USA,{'default': 'MN'},COL,Sam Malinski
8476312,https://assets.nhle.com/mugs/nhl/20242025/COL/8476312.png,Josh,Manson,42.0,D,R,75,218,191,99,1991-10-07,{'default': 'Hinsdale'},USA,{'default': 'IL'},COL,Josh Manson
8479387,https://assets.nhle.com/mugs/nhl/20242025/COL/8479387.png,Keaton,Middleton,67.0,D,L,78,240,198,109,1998-02-10,{'default': 'Edmonton'},CAN,{'default': 'AB'},COL,Keaton Middleton
8478038,https://assets.nhle.com/mugs/nhl/20242025/COL/8478038.png,Devon,Toews,7.0,D,L,73,191,185,87,1994-02-21,{'default': 'Abbotsford'},CAN,{'default': 'BC'},COL,Devon Toews
8478406,https://assets.nhle.com/mugs/nhl/20242025/COL/8478406.png,Mackenzie,Blackwood,39.0,G,L,76,225,193,102,1996-12-09,{'default': 'Thunder Bay'},CAN,{'default': 'ON'},COL,Mackenzie Blackwood
8475809,https://assets.nhle.com/mugs/nhl/20242025/COL/8475809.png,Scott,Wedgewood,41.0,G,L,74,201,188,91,1992-08-14,{'default': 'Brampton'},CAN,{'default': 'ON'},COL,Scott Wedgewood
8478042,https://assets.nhle.com/mugs/nhl/20242025/EDM/8478042.png,Viktor,Arvidsson,33.0,L,R,70,185,178,84,1993-04-08,"{'default': 'Skelleftea', 'fi': 'Skellefteå', 'sv': 'Skellefteå'}",SWE,,EDM,Viktor Arvidsson
8477015,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477015.png,Connor,Brown,28.0,R,R,72,184,183,83,1994-01-14,{'default': 'Toronto'},CAN,{'default': 'ON'},EDM,Connor Brown
8477934,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477934.png,Leon,Draisaitl,29.0,C,L,74,209,188,95,1995-10-27,"{'default': 'Cologne', 'cs': 'Kolín nad Rýnem', 'de': 'Köln', 'fi': 'Köln', 'sk': 'Kolín n. R.', 'sv': 'Köln'}",DEU,,EDM,Leon Draisaitl
8479365,https://assets.nhle.com/mugs/nhl/20242025/EDM/8479365.png,Trent,Frederic,21.0,C,L,75,221,191,100,1998-02-11,{'default': 'St. Louis'},USA,{'default': 'MO'},EDM,Trent Frederic
8480468,https://assets.nhle.com/mugs/nhl/20242025/EDM/8480468.png,James,Hamblin,52.0,L,L,70,185,178,84,1999-04-27,{'default': 'Edmonton'},CAN,{'default': 'AB'},EDM,James Hamblin
8474641,https://assets.nhle.com/mugs/nhl/20242025/EDM/8474641.png,Adam,Henrique,19.0,C,L,72,195,183,88,1990-02-06,{'default': 'Brantford'},CAN,{'default': 'ON'},EDM,Adam Henrique
